# dumped 20 L into the tank at 2:22:00
time,hₘ [m]
2024-04-29T02:15:42.0,3.61523080030581
2024-04-29T02:16:04.0,3.650818862742407
2024-04-29T02:16:26.0,3.834531674706815
2024-04-29T02:16:49.0,3.5922875690776057
2024-04-29T02:17:11.0,3.5239158994331805
2024-04-29T02:17:33.0,3.5817435181288624
2024-04-29T02:17:55.0,3.6168810864551624
2024-04-29T02:18:18.0,3.0223625640924268
2024-04-29T02:18:40.0,3.33042013610521
2024-04-29T02:19:02.0,3.4284422327184028
2024-04-29T02:19:24.0,2.941718924634107
2024-04-29T02:19:47.0,3.465564114648896
2024-04-29T02:20:09.0,3.2701082243640296
2024-04-29T02:20:31.0,3.604182905315138
2024-04-29T02:20:53.0,3.4798845350213536
2024-04-29T02:21:16.0,3.664158908784123
2024-04-29T02:21:38.0,3.3543373580130353
2024-04-29T02:22:00.0,3.317971515841189
2024-04-29T02:22:11.0,3.308680094921874
2024-04-29T02:22:22.0,3.5515714424265608
2024-04-29T02:22:33.0,3.402932403052859
2024-04-29T02:22:44.0,3.4045689613365657
2024-04-29T02:22:55.0,3.059508308150809
2024-04-29T02:23:06.0,3.5967349857288875
2024-04-29T02:23:17.0,3.3036721554977677
2024-04-29T02:23:28.0,3.7360504956178833
2024-04-29T02:23:39.0,3.8301396428406056
2024-04-29T02:23:49.0,4.0533935096119516
2024-04-29T02:24:00.0,4.203393673636387
2024-04-29T02:24:11.0,4.947871725615586
2024-04-29T02:24:22.0,5.064320249019151
2024-04-29T02:24:33.0,5.515078303475603
2024-04-29T02:24:44.0,5.810937519055765
2024-04-29T02:24:55.0,6.478326936371749
2024-04-29T02:25:06.0,7.006867205569317
2024-04-29T02:25:17.0,7.268999824950896
2024-04-29T02:25:28.0,7.713919544831342
2024-04-29T02:25:39.0,7.739989730942157
2024-04-29T02:25:50.0,8.154052716141145
2024-04-29T02:26:01.0,8.271477094956774
2024-04-29T02:26:12.0,9.05749290352669
2024-04-29T02:26:23.0,9.002355881284316
2024-04-29T02:26:34.0,8.812927944786548
2024-04-29T02:26:45.0,9.235466727690172
2024-04-29T02:26:56.0,9.053174435174451
2024-04-29T02:27:07.0,9.186307199011182
2024-04-29T02:27:18.0,9.410805645896767
2024-04-29T02:27:28.0,9.188671052308434
2024-04-29T02:27:39.0,8.879896854245997
2024-04-29T02:27:50.0,9.08586542450731
2024-04-29T02:28:01.0,9.461193389452465
2024-04-29T02:28:12.0,8.929339736685531
2024-04-29T02:28:23.0,8.69076635611782
2024-04-29T02:28:34.0,9.04566867761339
2024-04-29T02:28:45.0,9.066770243551202
2024-04-29T02:28:56.0,9.038274388645714
2024-04-29T02:29:07.0,8.654554875174759
2024-04-29T02:29:18.0,8.972931405965134
2024-04-29T02:29:29.0,8.638167798818909
